"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0.2,0.25,0.461538461538462,0.416666666666667,0.454545454545455,0.446808510638298,0.408710217755444,0.724137931034483,0.619047619047619,0.333333333333333,0,0.2,0.4,"14/10/20","seg","Grêmio","casa","venceu"
0.45,0.5,0.512820512820513,0.333333333333333,0.454545454545455,0.446808510638298,0.408710217755444,0.724137931034483,0.476190476190476,0.333333333333333,0.5,0.2,0.333333333333333,"02/11/20","qua","Grêmio","casa","venceu"
0.45,0.5,0.512820512820513,0.333333333333333,0.363636363636364,0.48936170212766,0.430485762144054,0.724137931034483,0.380952380952381,0.333333333333333,0,0.2,0.2,"14/11/20","qui","Grêmio","casa","venceu"
0.625,0.75,0.512820512820513,0.333333333333333,0.363636363636364,0.595744680851064,0.597989949748744,0.827586206896552,0.285714285714286,0.166666666666667,0,0.2,0.2,"30/11/20","qua","Grêmio","casa","venceu"
0.45,0.5,0.487179487179487,0.541666666666667,0.636363636363636,0.702127659574468,0.767169179229481,0.96551724137931,0.380952380952381,0.166666666666667,0,0.2,0.2,"06/12/20","qua","Grêmio","casa","venceu"
0.45,1,0.564102564102564,0.791666666666667,0.909090909090909,0.702127659574468,0.767169179229481,0.96551724137931,0.19047619047619,0.333333333333333,0,0.2,0.333333333333333,"06/01/21","sáb","Grêmio","casa","venceu"
0.45,0.5,0.487179487179487,0.791666666666667,0.909090909090909,0.680851063829787,0.639865996649916,0.931034482758621,0.285714285714286,0.333333333333333,0,0.2,0.333333333333333,"27/12/20","seg","Grêmio","casa","venceu"
0.45,0.5,0.512820512820513,0.333333333333333,0.363636363636364,0.446808510638298,0.309882747068677,0.724137931034483,0.285714285714286,0.333333333333333,0,0.2,0.333333333333333,"20/01/21","ter","Grêmio","casa","empatou"
0.45,0.5,0.487179487179487,0.291666666666667,0.272727272727273,0.446808510638298,0.309882747068677,0.724137931034483,0.285714285714286,0.333333333333333,0,0.2,0.2,"28/01/21","sex","Grêmio","casa","perdeu"
0.5,0.5,0.512820512820513,0.208333333333333,0.363636363636364,0.48936170212766,0.54606365159129,0.758620689655172,0.285714285714286,0.333333333333333,0,0.2,0.2,"03/02/21","sex","Grêmio","casa","empatou"
0.45,0.5,0.487179487179487,0.208333333333333,0.454545454545455,0.638297872340425,0.54606365159129,0.862068965517241,0.333333333333333,0.833333333333333,0,0.2,0.2,"14/02/21","sex","Grêmio","casa","perdeu"
0.5,0.5,0.769230769230769,0.208333333333333,0.454545454545455,0.51063829787234,0.530988274706868,0.862068965517241,0.476190476190476,0.833333333333333,0,0.2,0.333333333333333,"21/02/21","dom","Grêmio","casa","venceu"
0.45,0.25,0.448717948717949,0.333333333333333,0.272727272727273,0.51063829787234,0.499162479061977,0.827586206896552,0.666666666666667,0.666666666666667,0,0.2,0.333333333333333,"13/06/21","sex","Grêmio","casa","perdeu"
0.225,0.25,0.230769230769231,0.291666666666667,0.181818181818182,0.51063829787234,0.499162479061977,0.827586206896552,0.666666666666667,0.666666666666667,0,0,0.333333333333333,"24/06/21","sex","Grêmio","casa","empatou"
0.225,0.25,0.230769230769231,0.333333333333333,0.181818181818182,0.468085106382979,0.403685092127303,0.827586206896552,0.761904761904762,0.5,0,0.2,0.4,"27/06/21","seg","Grêmio","casa","empatou"
0,0,0.358974358974359,0.625,0.454545454545455,0.638297872340425,0.323283082077052,0.655172413793104,0.761904761904762,0.333333333333333,0,0.2,0.466666666666667,"04/07/21","qua","Grêmio","casa","perdeu"
0,0,0.358974358974359,0.666666666666667,0.454545454545455,0.638297872340425,0.323283082077052,0.655172413793104,0.523809523809524,0.333333333333333,0,0.4,0.666666666666667,"10/07/21","qua","Grêmio","casa","empatou"
