"nchutefezgol","gol","nchutenogol","chutes","chutesgol","possebola","passes","precisaopasses","faltas","cartaoamarelo","cartaovermelho","impedimentos","escanteios","data","diaSemana","time","estadio","resultado"
0,0,0.33,11,4,0.47,379,0.81,13,2,0,1,4,"18/08/19","dom","Avaí","fora","perdeu"
0,0,0.33,11,4,0.59,449,0.77,13,2,0,1,4,"02/09/19","qui","Avaí","fora","venceu"
0.09,1,0.29,7,2,0.4,344,0.77,15,1,0,0,3,"26/09/19","sáb","Avaí","fora","perdeu"
0.09,1,0.29,7,2,0.48,449,0.78,15,1,0,0,2,"06/10/19","qui","Avaí","fora","perdeu"
0.09,1,0.29,11,2,0.48,538,0.88,11,1,0,0,2,"13/10/19","sáb","Avaí","fora","perdeu"
0.06,1,0.36,13,4,0.48,538,0.88,11,3,0,1,2,"20/10/19","seg","Avaí","fora","perdeu"
0,0,0.17,13,1,0.43,368,0.76,11,3,0,1,0,"03/11/19","qua","Avaí","fora","perdeu"
0,0,0.33,12,4,0.43,368,0.76,16,3,0,1,0,"11/11/19","sáb","Avaí","fora","perdeu"
0,0,0.29,12,4,0.52,401,0.81,16,2,1,1,3,"18/11/19","seg","Avaí","fora","empatou"
0,0,0.33,12,4,0.52,401,0.81,19,2,0,0,3,"27/11/19","sex","Avaí","fora","perdeu"
0,0,0.29,10,4,0.35,277,0.75,16,2,0,1,3,"05/12/19","seg","Avaí","fora","perdeu"
0,0,0.38,9,3,0.32,277,0.71,13,1,0,2,3,"16/04/22","sex","Avaí","fora","perdeu"
0,0,0.33,9,3,0.35,283,0.75,13,1,0,3,3,"01/05/22","ter","Avaí","fora","empatou"
0.08,1,0.36,12,4,0.48,424,0.81,14,2,0,1,3,"14/07/19","sáb","Corinthians","casa","venceu"
0.04,1,0.36,13,5,0.48,474,0.81,13,2,0,1,3,"21/07/19","seg","Corinthians","casa","empatou"
0.07,1,0.3,14,5,0.44,318,0.79,16,2,0,1,4,"04/08/19","qui","Corinthians","casa","empatou"
0.07,1,0.3,14,7,0.5,371,0.79,11,1,0,1,4,"07/08/19","dom","Corinthians","casa","venceu"
0.11,1,0.32,14,6,0.5,371,0.79,13,1,0,1,4,"17/08/19","sáb","Corinthians","casa","venceu"
0.11,2,0.5,18,7,0.5,393,0.87,13,1,0,1,6,"01/09/19","qua","Corinthians","casa","venceu"
0.11,2,0.36,18,6,0.45,484,0.87,13,1,0,0,7,"07/09/19","qua","Corinthians","casa","empatou"
0.11,2,0.36,14,5,0.45,484,0.86,9,1,0,2,7,"21/09/19","dom","Corinthians","casa","venceu"
0.13,2,0.2,14,3,0.49,484,0.86,9,1,0,2,5,"29/09/19","qua","Corinthians","casa","venceu"
0.13,2,0.2,13,3,0.55,455,0.83,12,2,0,2,5,"19/10/19","sáb","Corinthians","casa","perdeu"
0.1,1,0.31,13,4,0.55,455,0.83,15,3,0,2,4,"26/10/19","seg","Corinthians","casa","empatou"
0.08,1,0.36,13,5,0.55,455,0.81,16,3,0,0,4,"06/11/19","dom","Corinthians","casa","venceu"
0.08,1,0.36,14,5,0.55,463,0.85,18,3,0,0,4,"17/11/19","dom","Corinthians","casa","empatou"
0,0,0.36,14,5,0.49,411,0.77,18,2,0,1,4,"27/11/19","sex","Corinthians","casa","venceu"
0.09,3,0.28,15,6,0.59,503,0.86,15,0,0,2,5,"08/12/19","sex","Corinthians","casa","perdeu"
0.06,1,0.21,16,3,0.6,503,0.83,15,0,0,2,5,"19/08/20","ter","Corinthians","casa","venceu"
0.09,3,0.28,23,9,0.64,538,0.86,15,1,0,0,7,"26/08/20","qui","Corinthians","casa","empatou"
0.06,1,0.33,21,7,0.6,584,0.85,15,1,0,0,5,"05/09/20","ter","Corinthians","casa","empatou"
0.13,2,0.4,21,7,0.61,584,0.87,15,2,0,0,10,"10/09/20","seg","Corinthians","casa","perdeu"
0.05,1,0.4,15,6,0.6,545,0.87,14,2,0,1,5,"16/09/20","ter","Corinthians","casa","venceu"
0.13,2,0.4,11,5,0.55,517,0.87,15,3,0,1,5,"30/09/20","sex","Corinthians","casa","empatou"
0,0,0.4,11,4,0.54,461,0.83,15,2,0,1,4,"07/10/20","sáb","Corinthians","casa","empatou"
0.08,1,0.33,12,4,0.54,461,0.83,18,2,0,1,4,"18/10/20","sáb","Corinthians","casa","perdeu"
0.05,1,0.33,13,4,0.54,461,0.83,18,2,0,1,6,"31/10/20","seg","Corinthians","casa","venceu"
0.08,1,0.37,13,4,0.38,314,0.76,16,4,0,1,6,"14/11/20","qui","Corinthians","casa","perdeu"
0.12,1,0.37,8,3,0.34,314,0.64,16,4,0,2,6,"22/11/20","dom","Corinthians","casa","empatou"
0.12,1,0.14,8,1,0.33,300,0.64,16,3,0,2,4,"13/12/20","sex","Corinthians","casa","venceu"
0.07,1,0.14,8,1,0.33,300,0.7,12,1,0,2,4,"21/12/20","seg","Corinthians","casa","venceu"
0.07,1,0.32,14,5,0.38,313,0.74,12,1,0,3,4,"13/01/21","seg","Corinthians","casa","venceu"
0.11,2,0.36,19,6,0.58,522,0.84,12,1,0,1,4,"21/01/21","qui","Corinthians","casa","venceu"
0.15,3,0.42,19,8,0.62,537,0.84,11,1,0,2,6,"25/01/21","ter","Corinthians","casa","perdeu"
0.15,3,0.42,19,8,0.6,545,0.83,16,1,0,2,6,"03/02/21","sex","Corinthians","casa","venceu"
0.11,2,0.39,18,7,0.6,545,0.77,16,1,0,2,8,"10/02/21","dom","Corinthians","casa","empatou"
0.11,2,0.39,17,7,0.44,420,0.77,18,3,0,2,8,"21/02/21","dom","Corinthians","casa","empatou"
0.11,2,0.39,17,7,0.44,420,0.82,19,1,0,1,7,"30/05/21","ter","Corinthians","casa","perdeu"
0,0,0.4,15,6,0.61,518,0.83,19,3,0,1,7,"16/06/21","ter","Corinthians","casa","perdeu"
0,0,0.4,14,4,0.61,518,0.83,18,2,0,1,9,"24/06/21","sex","Corinthians","casa","venceu"
0.12,1,0.4,15,3,0.51,502,0.83,13,2,0,1,9,"30/06/21","sex","Corinthians","casa","empatou"
0.12,1,0.3,10,3,0.42,388,0.78,13,1,0,1,5,"03/07/21","seg","Corinthians","casa","empatou"
0.05,1,0.3,16,3,0.51,502,0.82,11,1,0,1,4,"17/07/21","sex","Corinthians","casa","perdeu"
0.05,1,0.3,12,3,0.41,388,0.78,11,1,0,0,3,"01/08/21","ter","Corinthians","casa","perdeu"
0.08,1,0.33,12,3,0.37,389,0.79,9,1,0,0,3,"15/08/21","sex","Corinthians","casa","venceu"
0.11,1,0.33,9,3,0.37,389,0.79,7,1,0,0,3,"07/09/21","sex","Corinthians","casa","empatou"
0.11,1,0.33,9,3,0.59,628,0.87,7,1,0,0,3,"19/09/21","sáb","Corinthians","casa","empatou"
0.09,1,0.43,11,3,0.61,631,0.87,8,1,0,0,5,"25/09/21","dom","Corinthians","casa","venceu"
0.09,1,0.38,11,3,0.59,628,0.86,8,1,0,1,5,"05/10/21","sex","Corinthians","casa","venceu"
0.14,2,0.52,15,8,0.65,656,0.86,8,1,0,1,5,"13/10/21","seg","Corinthians","casa","venceu"
0.14,2,0.38,8,3,0.54,568,0.89,8,1,0,1,7,"01/11/21","qua","Corinthians","casa","venceu"
0.12,1,0.28,18,5,0.72,731,0.9,12,1,0,0,8,"06/11/21","ter","Corinthians","casa","venceu"
0.07,1,0.28,14,5,0.59,568,0.9,12,1,0,0,8,"13/11/21","qui","Corinthians","casa","venceu"
0.07,1,0.33,14,5,0.59,536,0.88,15,1,0,0,8,"21/11/21","dom","Corinthians","casa","venceu"
0.09,2,0.43,14,6,0.59,536,0.88,15,1,0,0,8,"28/11/21","ter","Corinthians","casa","venceu"
0.09,2,0.33,16,5,0.65,640,0.88,14,1,0,1,10,"05/12/21","qua","Corinthians","casa","empatou"
0.09,1,0.31,16,5,0.66,640,0.9,7,1,0,1,10,"16/04/22","sex","Corinthians","casa","venceu"
0.09,1,0.29,14,4,0.66,633,0.87,14,1,0,1,7,"01/05/22","ter","Corinthians","casa","venceu"
0.17,1,0.29,11,3,0.56,597,0.86,14,1,0,1,7,"28/04/19","qua","Corinthians","fora","perdeu"
0.21,2,0.33,9,3,0.56,474,0.8,14,1,0,1,7,"04/05/19","qua","Corinthians","fora","empatou"
0.17,1,0.33,9,3,0.56,422,0.8,8,1,0,0,4,"19/05/19","dom","Corinthians","fora","venceu"
0.22,2,0.33,9,2,0.54,411,0.81,8,4,0,0,3,"08/06/19","qui","Corinthians","fora","empatou"
0.09,1,0.2,5,2,0.54,411,0.84,12,1,0,1,3,"12/06/19","ter","Corinthians","fora","perdeu"
0,0,0.2,4,1,0.47,413,0.81,13,4,0,1,3,"28/07/19","qua","Corinthians","fora","venceu"
0,0,0.2,5,1,0.52,450,0.86,13,1,0,1,3,"11/08/19","sex","Corinthians","fora","empatou"
0,0,0.12,8,1,0.47,447,0.78,13,2,0,1,3,"25/08/19","ter","Corinthians","fora","empatou"
0.12,1,0.36,8,4,0.52,447,0.78,15,1,0,1,2,"15/09/19","sáb","Corinthians","fora","perdeu"
0,0,0.23,8,3,0.51,439,0.78,12,1,0,1,3,"02/10/19","sáb","Corinthians","fora","venceu"
0.08,1,0.23,12,3,0.51,420,0.78,15,1,0,2,6,"05/10/19","qua","Corinthians","fora","empatou"
0,0,0.17,13,2,0.45,338,0.81,12,2,0,1,6,"13/10/19","sáb","Corinthians","fora","perdeu"
0,0,0.17,12,2,0.45,338,0.81,12,2,0,0,5,"16/10/19","qua","Corinthians","fora","empatou"
0,0,0.29,13,2,0.45,411,0.84,12,2,0,0,5,"30/10/19","sáb","Corinthians","fora","perdeu"
0.08,1,0.29,12,2,0.56,467,0.85,10,2,0,0,3,"03/11/19","qua","Corinthians","fora","perdeu"
0.12,1,0.29,12,4,0.56,411,0.84,10,2,0,2,3,"09/11/19","qui","Corinthians","fora","empatou"
0.14,1,0.29,7,2,0.54,394,0.79,10,1,0,2,2,"24/11/19","ter","Corinthians","fora","perdeu"
0.14,1,0.29,7,4,0.54,394,0.79,18,1,0,2,2,"01/12/19","qua","Corinthians","fora","perdeu"
0.08,1,0.29,13,4,0.59,394,0.81,18,1,0,2,5,"04/12/19","dom","Corinthians","fora","venceu"
0.05,1,0.2,19,4,0.64,479,0.86,14,2,0,2,6,"12/08/20","seg","Corinthians","fora","perdeu"
0.08,1,0.31,13,4,0.59,426,0.81,11,1,0,1,5,"15/08/20","qui","Corinthians","fora","empatou"
0.05,1,0.4,8,3,0.53,479,0.86,14,3,0,0,5,"30/08/20","ter","Corinthians","fora","perdeu"
0.14,1,0.62,7,5,0.46,426,0.8,14,1,0,1,4,"02/09/20","sex","Corinthians","fora","venceu"
0.14,1,0.4,7,4,0.53,511,0.87,14,3,0,0,5,"13/09/20","sex","Corinthians","fora","perdeu"
0.14,1,0.36,9,4,0.52,388,0.84,15,3,0,1,6,"23/09/20","qua","Corinthians","fora","perdeu"
0.11,1,0.33,11,3,0.53,486,0.86,15,4,0,2,8,"03/10/20","seg","Corinthians","fora","empatou"
0,0,0.33,12,3,0.53,486,0.86,15,4,0,2,8,"11/10/20","qui","Corinthians","fora","perdeu"
0,0,0.3,12,3,0.6,486,0.86,13,2,0,1,8,"14/10/20","seg","Corinthians","fora","venceu"
0.08,1,0.33,12,4,0.6,475,0.8,13,2,1,1,6,"21/10/20","qua","Corinthians","fora","venceu"
0.1,1,0.33,12,4,0.38,332,0.77,14,2,1,1,6,"07/11/20","ter","Corinthians","fora","empatou"
0.17,1,0.33,12,4,0.38,332,0.75,18,3,0,2,3,"25/11/20","qui","Corinthians","fora","venceu"
0.17,1,0.33,11,2,0.47,418,0.75,25,2,0,2,3,"02/12/20","sex","Corinthians","fora","empatou"
0.09,1,0.33,9,2,0.55,418,0.78,25,2,0,2,3,"27/12/20","seg","Corinthians","fora","venceu"
0.09,1,0.44,11,4,0.54,418,0.81,20,2,0,2,4,"18/01/21","dom","Corinthians","fora","perdeu"
0,0,0.44,10,4,0.54,412,0.81,15,2,1,0,7,"28/01/21","sex","Corinthians","fora","perdeu"
0.07,1,0.4,13,5,0.54,382,0.77,19,1,0,1,7,"14/02/21","sex","Corinthians","fora","perdeu"
0.07,1,0.33,11,4,0.43,327,0.77,16,3,0,1,7,"17/02/21","ter","Corinthians","fora","perdeu"
0.07,1,0.33,11,4,0.54,382,0.77,19,1,0,1,5,"25/02/21","sex","Corinthians","fora","empatou"
0,0,0.27,11,3,0.47,393,0.73,16,2,0,1,5,"06/06/21","qua","Corinthians","fora","venceu"
0,0,0.36,6,4,0.47,393,0.77,19,2,0,1,5,"12/06/21","qui","Corinthians","fora","empatou"
0.11,1,0.44,6,4,0.47,393,0.77,16,2,0,1,4,"20/06/21","dom","Corinthians","fora","empatou"
0.11,1,0.44,9,4,0.48,458,0.83,18,3,0,2,4,"27/06/21","seg","Corinthians","fora","empatou"
0.1,1,0.4,10,4,0.48,505,0.85,14,1,0,2,5,"08/07/21","seg","Corinthians","fora","venceu"
0.08,1,0.4,10,4,0.54,535,0.86,11,1,0,0,8,"11/07/21","qui","Corinthians","fora","perdeu"
0.08,1,0.4,10,4,0.57,535,0.87,11,1,0,0,6,"26/07/21","ter","Corinthians","fora","venceu"
0.08,1,0.42,7,2,0.57,529,0.87,12,1,0,1,6,"08/08/21","qui","Corinthians","fora","empatou"
0,0,0.5,7,2,0.47,467,0.84,12,1,0,1,5,"22/08/21","dom","Corinthians","fora","venceu"
0.12,1,0.5,8,2,0.47,467,0.84,9,1,0,1,3,"28/08/21","seg","Corinthians","fora","venceu"
0.12,1,0.25,8,2,0.56,593,0.86,7,1,0,1,3,"12/09/21","sex","Corinthians","fora","empatou"
0.12,1,0.25,8,2,0.56,593,0.86,7,2,0,1,4,"02/10/21","seg","Corinthians","fora","empatou"
0.17,1,0.25,8,2,0.56,593,0.87,7,2,0,1,5,"09/10/21","qua","Corinthians","fora","perdeu"
0.12,1,0.33,9,3,0.62,595,0.9,7,0,0,1,5,"18/10/21","dom","Corinthians","fora","perdeu"
0,0,0.33,10,3,0.62,595,0.9,7,0,0,1,5,"24/10/21","seg","Corinthians","fora","empatou"
0,0,0.2,10,2,0.55,514,0.86,8,2,0,1,4,"10/11/21","dom","Corinthians","fora","perdeu"
0,0,0.15,10,2,0.54,500,0.86,8,2,0,1,5,"17/11/21","ter","Corinthians","fora","perdeu"
0,0,0.15,7,1,0.51,493,0.83,8,2,0,1,2,"25/11/21","sex","Corinthians","fora","perdeu"
0,0,0.17,7,1,0.54,493,0.86,8,2,0,0,5,"09/12/21","seg","Corinthians","fora","perdeu"
0,0,0.4,6,1,0.56,519,0.85,13,2,0,0,4,"10/04/22","qui","Corinthians","fora","venceu"
0.07,1,0.53,15,6,0.56,519,0.85,18,4,0,0,4,"23/04/22","sáb","Corinthians","fora","perdeu"
0,0,0.53,7,1,0.56,426,0.84,18,2,0,0,4,"08/05/22","qui","Corinthians","fora","venceu"
0.2,1,0.25,7,1,0.44,416,0.8,14,2,0,1,3,"14/05/22","qui","Corinthians","fora","empatou"
0.14,2,0.41,16,7,0.54,505,0.84,10,2,0,1,4,"02/06/19","qua","Internacional","casa","venceu"
0.18,2,0.5,14,7,0.63,601,0.86,11,0,0,3,4,"12/06/19","ter","Internacional","casa","venceu"
0.18,2,0.5,14,7,0.63,601,0.86,11,1,0,3,4,"20/07/19","dom","Internacional","casa","empatou"
0.18,2,0.5,11,7,0.45,506,0.83,11,1,0,0,3,"27/07/19","seg","Internacional","casa","venceu"
0.09,1,0.45,11,5,0.45,490,0.82,11,3,0,0,3,"11/08/19","sex","Internacional","casa","empatou"
0.09,1,0.36,11,4,0.55,490,0.82,13,3,0,1,6,"31/08/19","ter","Internacional","casa","venceu"
0.09,1,0.45,11,5,0.55,490,0.83,11,3,0,1,8,"07/09/19","qua","Internacional","casa","venceu"
0.08,1,0.31,13,4,0.51,485,0.83,14,3,0,3,9,"22/09/19","seg","Internacional","casa","venceu"
0.08,1,0.31,14,4,0.51,485,0.83,12,1,0,3,8,"29/09/19","qua","Internacional","casa","empatou"
0.07,1,0.31,14,4,0.54,455,0.84,14,1,0,3,8,"13/10/19","sáb","Internacional","casa","empatou"
0.06,1,0.21,14,3,0.54,455,0.84,16,2,0,3,8,"20/10/19","seg","Internacional","casa","perdeu"
0,0,0.33,18,6,0.54,455,0.85,16,3,0,2,9,"31/10/19","dom","Internacional","casa","empatou"
0,0,0.29,14,4,0.55,484,0.81,14,3,0,2,9,"10/11/19","sex","Internacional","casa","venceu"
0.07,1,0.33,15,5,0.55,484,0.81,14,3,0,1,4,"24/11/19","ter","Internacional","casa","empatou"
0.09,2,0.29,15,5,0.55,484,0.81,16,3,0,1,4,"27/11/19","sex","Internacional","casa","perdeu"
0.09,2,0.33,23,6,0.61,539,0.83,16,3,0,1,9,"08/12/19","sex","Internacional","casa","venceu"
0.09,2,0.35,23,7,0.65,539,0.83,16,4,0,2,11,"13/08/20","ter","Internacional","casa","venceu"
0.08,2,0.35,24,7,0.65,515,0.83,22,2,0,2,11,"19/08/20","ter","Internacional","casa","venceu"
0.1,2,0.35,20,7,0.59,470,0.83,19,3,0,2,9,"22/08/20","sáb","Internacional","casa","venceu"
0.17,2,0.45,11,5,0.58,452,0.83,20,2,0,2,4,"06/09/20","qua","Internacional","casa","empatou"
0.22,2,0.5,9,5,0.58,452,0.84,19,2,0,1,4,"10/09/20","seg","Internacional","casa","venceu"
0.17,2,0.53,9,5,0.62,517,0.81,15,1,0,1,8,"26/09/20","dom","Internacional","casa","empatou"
0.22,2,0.53,9,5,0.62,517,0.81,15,2,0,1,8,"11/10/20","qui","Internacional","casa","venceu"
0.15,2,0.46,13,6,0.45,404,0.75,16,2,0,3,6,"18/10/20","sáb","Internacional","casa","venceu"
0.15,2,0.46,13,6,0.45,404,0.75,17,2,0,3,6,"25/10/20","seg","Internacional","casa","empatou"
0.15,2,0.5,13,6,0.45,404,0.75,17,2,0,1,6,"08/11/20","qui","Internacional","casa","empatou"
0.17,2,0.5,12,5,0.53,524,0.87,16,2,0,1,6,"22/11/20","dom","Internacional","casa","perdeu"
0.17,2,0.33,12,4,0.51,454,0.8,16,2,0,1,4,"12/12/20","qui","Internacional","casa","venceu"
0.17,2,0.31,12,4,0.51,454,0.82,20,2,0,0,4,"19/12/20","sex","Internacional","casa","venceu"
0.17,2,0.31,12,4,0.48,416,0.8,20,4,0,1,4,"10/01/21","qui","Internacional","casa","venceu"
0.17,2,0.3,12,3,0.41,332,0.78,14,4,0,1,4,"17/01/21","sáb","Internacional","casa","venceu"
0.17,2,0.33,11,4,0.41,332,0.78,14,0,0,1,6,"24/01/21","dom","Internacional","casa","venceu"
0.12,2,0.3,11,4,0.45,352,0.8,19,0,0,0,6,"31/01/21","ter","Internacional","casa","venceu"
0.17,2,0.25,12,4,0.45,352,0.8,19,2,0,0,6,"10/02/21","dom","Internacional","casa","perdeu"
0.12,2,0.24,17,3,0.45,382,0.81,12,2,0,0,6,"25/02/21","sex","Internacional","casa","empatou"
0.06,1,0.25,16,3,0.53,418,0.8,12,2,0,0,7,"30/05/21","ter","Internacional","casa","empatou"
0.06,1,0.31,16,4,0.57,485,0.86,13,2,0,0,7,"16/06/21","ter","Internacional","casa","perdeu"
0,0,0.31,11,4,0.57,485,0.86,13,3,0,1,8,"20/06/21","dom","Internacional","casa","empatou"
0.1,1,0.3,11,3,0.58,485,0.86,16,3,0,1,6,"30/06/21","sex","Internacional","casa","perdeu"
0.06,1,0.3,11,3,0.62,544,0.85,14,3,0,1,7,"07/07/21","sáb","Internacional","casa","perdeu"
0.06,1,0.3,10,3,0.62,416,0.76,16,2,0,0,7,"18/07/21","sáb","Internacional","casa","venceu"
0.06,1,0.31,14,5,0.52,428,0.83,19,3,0,0,7,"31/07/21","seg","Internacional","casa","empatou"
0,0,0.25,12,3,0.52,428,0.81,20,2,0,0,7,"15/08/21","sex","Internacional","casa","venceu"
0.07,1,0.36,14,5,0.51,428,0.83,19,2,0,2,5,"19/09/21","sáb","Internacional","casa","venceu"
0.06,1,0.28,17,5,0.58,497,0.83,14,2,1,2,5,"26/09/21","seg","Internacional","casa","venceu"
0.17,2,0.41,17,7,0.58,497,0.83,14,2,0,2,8,"10/10/21","qui","Internacional","casa","venceu"
0.17,2,0.58,15,7,0.58,497,0.83,16,3,0,1,8,"13/10/21","seg","Internacional","casa","venceu"
0.3,3,0.6,12,7,0.51,434,0.8,19,2,0,1,7,"21/10/21","qui","Internacional","casa","empatou"
0.3,3,0.6,10,6,0.49,355,0.77,18,3,0,1,4,"24/10/21","seg","Internacional","casa","empatou"
0.18,2,0.55,10,6,0.49,355,0.77,21,3,0,2,3,"06/11/21","ter","Internacional","casa","venceu"
0.11,1,0.44,9,4,0.42,353,0.77,19,3,1,1,3,"13/11/21","qui","Internacional","casa","venceu"
0.12,2,0.25,11,4,0.47,380,0.81,19,3,1,4,4,"20/11/21","sáb","Internacional","casa","perdeu"
0.11,1,0.25,16,4,0.47,380,0.81,17,2,0,3,5,"28/11/21","ter","Internacional","casa","empatou"
0.06,1,0.35,17,6,0.52,452,0.84,16,2,0,3,5,"06/12/21","qui","Internacional","casa","perdeu"
0.05,1,0.35,22,6,0.54,478,0.84,14,2,0,3,8,"17/04/22","sáb","Internacional","casa","venceu"
0.06,1,0.28,18,6,0.54,478,0.84,15,3,0,1,8,"01/05/22","ter","Internacional","casa","empatou"
0.04,1,0.26,23,5,0.61,535,0.85,15,3,0,0,11,"14/05/22","qui","Internacional","casa","empatou"
0.11,2,0.28,18,5,0.52,476,0.82,15,2,0,0,8,"27/04/19","seg","Internacional","fora","perdeu"
0,0,0.35,20,5,0.57,511,0.82,11,2,0,1,5,"04/05/19","qua","Internacional","fora","perdeu"
0,0,0.35,13,5,0.57,477,0.82,11,2,0,1,5,"26/05/19","ter","Internacional","fora","empatou"
0,0,0.2,15,2,0.57,477,0.81,18,5,0,2,5,"07/06/19","ter","Internacional","fora","perdeu"
0,0,0.2,15,2,0.66,477,0.82,18,5,0,3,5,"14/07/19","sáb","Internacional","fora","perdeu"
0,0,0.21,15,4,0.39,316,0.78,16,3,0,3,4,"03/08/19","ter","Internacional","fora","perdeu"
0.05,1,0.27,15,4,0.39,412,0.83,16,2,0,3,5,"17/08/19","sáb","Internacional","fora","venceu"
0.07,1,0.29,12,4,0.39,412,0.83,14,2,0,3,2,"25/08/19","ter","Internacional","fora","perdeu"
0.09,1,0.29,11,4,0.45,413,0.84,14,2,0,3,5,"15/09/19","sáb","Internacional","fora","venceu"
0.14,1,0.45,11,5,0.45,435,0.84,14,2,0,3,0,"25/09/19","sex","Internacional","fora","perdeu"
0.2,1,0.6,11,5,0.39,435,0.83,14,1,0,3,1,"05/10/19","qua","Internacional","fora","empatou"
0.2,1,0.6,12,2,0.39,435,0.82,14,1,0,1,1,"09/10/19","seg","Internacional","fora","perdeu"
0.08,1,0.17,12,2,0.47,440,0.82,9,2,0,3,3,"17/10/19","qui","Internacional","fora","venceu"
0.08,1,0.17,14,2,0.7,593,0.88,14,3,0,2,8,"26/10/19","seg","Internacional","fora","venceu"
0.08,2,0.35,17,6,0.7,593,0.88,11,3,0,2,8,"03/11/19","qua","Internacional","fora","perdeu"
0.08,2,0.35,17,6,0.44,388,0.81,16,3,0,2,4,"07/11/19","seg","Internacional","fora","perdeu"
0,0,0.19,16,3,0.44,388,0.81,11,2,0,1,4,"17/11/19","dom","Internacional","fora","empatou"
0,0,0.15,13,2,0.51,421,0.81,16,2,0,0,3,"30/11/19","ter","Internacional","fora","venceu"
0,0,0.19,16,3,0.56,475,0.84,14,2,0,1,4,"04/12/19","dom","Internacional","fora","perdeu"
0.06,1,0.27,13,3,0.56,475,0.83,19,3,0,1,3,"08/08/20","qua","Internacional","fora","venceu"
0.09,1,0.36,11,4,0.58,504,0.83,19,4,0,1,6,"16/08/20","sáb","Internacional","fora","perdeu"
0.09,1,0.33,11,3,0.58,504,0.81,21,4,0,1,4,"29/08/20","seg","Internacional","fora","venceu"
0.11,1,0.36,9,4,0.57,504,0.81,24,2,0,2,4,"02/09/20","sex","Internacional","fora","empatou"
0.12,1,0.33,8,3,0.53,433,0.78,24,2,0,1,4,"13/09/20","sex","Internacional","fora","perdeu"
0.12,1,0.27,8,4,0.53,542,0.87,23,3,0,2,4,"19/09/20","sex","Internacional","fora","perdeu"
0,0,0.25,11,2,0.58,420,0.84,20,3,0,2,7,"03/10/20","seg","Internacional","fora","empatou"
0,0,0.25,11,2,0.58,453,0.84,16,3,0,2,7,"08/10/20","seg","Internacional","fora","venceu"
0.12,1,0.25,8,2,0.54,453,0.83,20,3,0,1,5,"14/10/20","seg","Internacional","fora","venceu"
0.25,2,0.57,8,5,0.53,453,0.83,19,2,0,1,5,"31/10/20","seg","Internacional","fora","perdeu"
0.25,2,0.57,8,5,0.53,460,0.83,19,3,0,2,4,"14/11/20","qui","Internacional","fora","perdeu"
0,0,0.5,12,6,0.61,479,0.81,18,2,0,2,7,"28/11/20","seg","Internacional","fora","empatou"
0,0,0.38,12,6,0.61,479,0.81,18,2,1,2,7,"06/12/20","qua","Internacional","fora","empatou"
0,0,0.38,12,6,0.59,400,0.81,18,2,0,4,7,"27/12/20","seg","Internacional","fora","venceu"
0.13,2,0.38,15,6,0.48,357,0.79,14,2,0,4,7,"07/01/21","dom","Internacional","fora","venceu"
0.2,2,0.38,10,3,0.39,328,0.79,14,4,0,2,4,"20/01/21","ter","Internacional","fora","venceu"
0.25,2,0.38,15,7,0.39,328,0.79,16,1,0,2,4,"04/02/21","sáb","Internacional","fora","empatou"
0.25,2,0.37,8,3,0.3,257,0.75,19,2,0,1,2,"14/02/21","sex","Internacional","fora","venceu"
0.12,2,0.37,16,7,0.3,257,0.73,20,2,0,1,2,"21/02/21","dom","Internacional","fora","perdeu"
0.08,1,0.25,12,3,0.35,257,0.73,20,2,0,0,4,"06/06/21","qua","Internacional","fora","perdeu"
0.12,1,0.44,12,3,0.4,302,0.75,20,4,1,0,4,"13/06/21","sex","Internacional","fora","venceu"
0.17,1,0.6,6,3,0.4,302,0.75,16,4,1,1,4,"24/06/21","sex","Internacional","fora","venceu"
0.17,1,0.6,6,4,0.47,345,0.77,19,4,2,2,5,"27/06/21","seg","Internacional","fora","empatou"
0.1,1,0.44,10,4,0.47,345,0.77,19,3,1,2,5,"03/07/21","seg","Internacional","fora","empatou"
0.1,1,0.43,10,3,0.47,407,0.77,19,3,0,2,5,"10/07/21","qua","Internacional","fora","empatou"
0.1,1,0.43,10,3,0.49,407,0.76,19,2,0,0,5,"25/07/21","seg","Internacional","fora","perdeu"
0.08,1,0.43,13,3,0.47,401,0.76,17,2,0,0,2,"08/08/21","qui","Internacional","fora","venceu"
0.08,1,0.5,13,5,0.47,373,0.76,15,2,0,0,2,"22/08/21","dom","Internacional","fora","empatou"
0.15,2,0.31,13,4,0.47,373,0.77,14,2,0,0,2,"29/08/21","ter","Internacional","fora","empatou"
0.15,2,0.43,9,4,0.48,397,0.76,15,2,0,1,4,"13/09/21","sáb","Internacional","fora","venceu"
0.09,1,0.36,11,4,0.48,406,0.77,15,2,0,1,4,"02/10/21","seg","Internacional","fora","perdeu"
0,0,0.43,7,4,0.48,397,0.78,15,2,0,1,6,"06/10/21","sáb","Internacional","fora","empatou"
0,0,0.36,9,4,0.49,373,0.78,16,2,0,1,5,"17/10/21","sáb","Internacional","fora","perdeu"
0,0,0.29,9,4,0.47,373,0.78,16,2,0,1,6,"31/10/21","ter","Internacional","fora","perdeu"
0,0,0.29,9,3,0.47,423,0.81,16,2,0,0,5,"10/11/21","dom","Internacional","fora","perdeu"
0,0,0.29,14,3,0.47,457,0.83,15,4,0,0,3,"17/11/21","ter","Internacional","fora","perdeu"
